admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,Arhuaco,Malayo,Barí,Coconucan,Pijao,Awa-Cuaiquer,Cubeo,Curripaco,Embera,Guambiano,Cañamomo,Inga,Camsa,Kogi,Chibcha,Paéz,Piapoco,Puinave,Pasto,Saliba,Guahibo,Totoro,Ticuna,Tunebo,Woun Meu,Guajiro,Ocaina,Napo Lowland Quechua,Yukpa,Embera-Catio,Mokana,Kamkuamo,Spanish,English,French,Italian,German,Other,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
#adm2+name,#adm2+code,#adm1+name,#adm1+code,#country+name,#country+code,#indicator+lang+num,#indicator+lang+main,#indicator+lang+main+pct,#indicator+lang+pct+iso639-3_arh,#indicator+lang+pct+iso639-3_mbp,#indicator+lang+pct+iso639-3_mot,#indicator+lang+pct+iso639-3_cca,#indicator+lang+pct+iso639-3_pij,#indicator+lang+pct+iso639-3_kwi,#indicator+lang+pct+iso639-3_cub,#indicator+lang+pct+iso639-3_kpc,#indicator+lang+pct+iso639-3_emp,#indicator+lang+pct+iso639-3_gum,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_ing,#indicator+lang+pct+iso639-3_kbh,#indicator+lang+pct+iso639-3_kog,#indicator+lang+pct+iso639-3_chb,#indicator+lang+pct+iso639-3_pbb,#indicator+lang+pct+iso639-3_pio,#indicator+lang+pct+iso639-3_pui,#indicator+lang+pct+iso639-3_bpb,#indicator+lang+pct+iso639-3_slc,#indicator+lang+pct+iso639-3_guh,#indicator+lang+pct+iso639-3_ttk,#indicator+lang+pct+iso639-3_tca,#indicator+lang+pct+iso639-3_tnd,#indicator+lang+pct+iso639-3_noa,#indicator+lang+pct+iso639-3_guc,#indicator+lang+pct+iso639-3_oca,#indicator+lang+pct+iso639-3_qvo,#indicator+lang+pct+iso639-3_yup,#indicator+lang+pct+iso639-3_cto,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_spa,#indicator+lang+pct+iso639-3_eng,#indicator+lang+pct+iso639-3_fra,#indicator+lang+pct+iso639-3_ita,#indicator+lang+pct+iso639-3_deu,#indicator+lang+pct+iso639-3_unknown,#population+total,#population+m+total,#population+f+total,#population+total+pct+literate+age3up,#population+m+pct+literate+age3up,#population+f+pct+literate+age3up,#meta+data+bool,#meta+confidence,#meta+text
Inzá,CO19355,Cauca,CO19,Colombia,CO,7,Spanish,0.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.994,0.000,0.000,0.000,0.000,0.178,25098,13020,12078,0.715,0.732,0.696,Yes,Medium,
Morales,CO19473,Cauca,CO19,Colombia,CO,5,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.107,24031,12450,11582,0.764,0.778,0.748,Yes,Medium,
"Florencia, Mercaderes","CO19290,CO19450",Cauca,CO19,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,23794,12083,11712,0.757,0.785,0.729,Yes,Medium,
Balboa,CO66075,Risaralda,CO66,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,23553,12278,11276,0.807,0.818,0.795,Yes,Medium,
"Rosas, La Sierra","CO19622,CO68385","Cauca,Santander","CO19,CO68",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,23358,12111,11248,0.812,0.826,0.797,Yes,Medium,
Corinto,CO19212,Cauca,CO19,Colombia,CO,5,Spanish,0.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.997,0.000,0.000,0.000,0.000,0.052,22824,11390,11435,0.780,0.790,0.771,Yes,Medium,
Patía,CO19532,Cauca,CO19,Colombia,CO,7,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.000,20546,9811,10736,0.830,0.838,0.823,Yes,Medium,
"Cúcuta, Puerto Santander, Tibú","CO25224,CO91669,CO54810,","Cundinamarca,Amazonas,Norte de Santander,","CO25,CO91,CO54",Colombia,CO,6,Spanish,1.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.011,0.002,0.002,0.002,0.008,616563,296858,319706,0.871,0.866,0.875,Yes,Medium,
"Valledupar, Pueblo Bello","CO20001,CO20570",Cesar,CO20,Colombia,CO,10,Spanish,0.990,0.036,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.990,0.013,0.000,0.000,0.000,0.044,362544,174295,188250,0.829,0.815,0.841,Yes,Medium,
"González, Ocaña, Río de Oro, San Alberto, San Martín","CO20310,CO54498,CO73616,CO20710,CO50689","Cesar,Norte de Santander,Tolima,Meta","CO20,CO54,CO73,CO50",Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.011,146514,72244,74269,0.789,0.777,0.800,Yes,Medium,
"Los Patios, Villa del Rosario","CO54405,CO54874",Norte de Santander,CO54,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.010,0.000,0.000,0.000,0.019,133084,64994,68091,0.893,0.894,0.893,Yes,Medium,
Aguachica,CO20011,Cesar,CO20,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.016,80313,38968,41345,0.770,0.749,0.788,Yes,Medium,
"Abrego, Cachirá, La Esperanza, La Playa","CO05002,CO25123,CO54385,CO54398","Antioquia,Cundinamarca,Norte de Santander,","CO05,CO25,CO54",Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,66927,35333,31596,0.707,0.694,0.722,Yes,Medium,
"Agustín Codazzi, Becerril","CO20013,CO20045",Cesar,CO20,Colombia,CO,7,Spanish,0.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.990,0.000,0.000,0.000,0.000,0.049,65525,33278,32248,0.728,0.719,0.737,Yes,Medium,
"Chiriguaná, El Paso, La Jagua de Ibirico","CO20178,CO20250,CO20400,",Cesar,CO20,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.020,63092,32160,30933,0.772,0.760,0.785,Yes,Medium,
"Bosconia, El Copey","CO20060,CO20238",Cesar,CO20,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,52343,26637,25706,0.749,0.733,0.765,Yes,Medium,
"Astrea, Chimichagua","CO20032,CO20175",Cesar,CO20,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,51818,26853,24965,0.715,0.706,0.725,Yes,Medium,
Pamplona,CO54518,Norte de Santander,CO54,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.031,0.000,0.000,0.000,0.021,51039,23810,27230,0.909,0.911,0.907,Yes,Medium,
"Pailitas, Pelaya, Tamalameque","CO20517,CO20550,CO20787,",Cesar,CO20,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,44156,22299,21857,0.728,0.712,0.744,Yes,Medium,
"El Tarra, Hacarí, San Calixto, Teorama","CO54250,CO54344,CO54670,CO54800",Norte de Santander,CO54,Colombia,CO,5,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.000,41895,22486,19410,0.611,0.587,0.639,Yes,Medium,
"Bucarasica, Salazar, Santiago, Sardinata, Villa Caro","CO54109,CO54660,CO86760,CO54720,CO54871","Putumayo,Norte de Santander","CO86,CO54",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,40452,21099,19354,0.748,0.739,0.757,Yes,Medium,
"Manaure, La Paz, San Diego","CO44560,CO68397,CO20750,","La Guajira,Santander,Cesar,","CO44,CO68,CO20",Colombia,CO,7,Spanish,0.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.997,0.000,0.000,0.000,0.000,0.000,40372,20308,20065,0.781,0.759,0.802,Yes,Medium,
"Bochalema, El Zulia, Gramalote, Lourdes, San Cayetano","CO54099,CO54261,CO54313,CO54418,CO54673",Norte de Santander,CO54,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,40334,20782,19552,0.820,0.809,0.832,Yes,Medium,
"Arboledas, Cácota, Cucutilla, Durania, Labateca, Mutiscua, Pamplonita","CO54051,CO54125,CO54223,CO54239,CO41378,CO54480,CO54520","Huila,Norte de Santander","CO41,CO54",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,37892,20347,17546,0.819,0.826,0.811,Yes,Medium,
"Chitagá, Silos, Toledo, Herrán","CO54174,CO54743,CO54820,CO54347",Norte de Santander,CO54,Colombia,CO,5,Spanish,0.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.998,0.000,0.000,0.000,0.000,0.034,34329,17748,16581,0.839,0.842,0.835,Yes,Medium,
"Gamarra, La Gloria","CO20295,CO20383",Cesar,CO20,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,28346,14870,13477,0.757,0.746,0.770,Yes,Medium,
Curumaní,CO20228,Cesar,CO20,Colombia,CO,2,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,26723,13589,13135,0.756,0.729,0.783,Yes,Medium,
"Convención, El Carmen","CO54206,CO54245",Norte de Santander,CO54,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,25533,13111,12423,0.660,0.635,0.685,Yes,Medium,
"Chinácota, Ragonvalia","CO54172,CO54599",Norte de Santander,CO54,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,21268,10614,10654,0.813,0.807,0.818,Yes,Medium,
"Montería, Planeta Rica, Tierralta","CO23001,CO23555,CO23807,",Córdoba,CO23,Colombia,CO,6,Spanish,0.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.998,0.011,0.002,0.000,0.000,0.016,518030,253465,264568,0.806,0.798,0.813,Yes,Medium,
"Cotorra, Lorica, Momil, San Pelayo","CO23300,CO23417,CO23464,CO23686",Córdoba,CO23,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.018,177804,90003,87802,0.772,0.768,0.777,Yes,Medium,
"Ayapel, Buenavista, La Apartada, Montelíbano, Puerto Libertador","CO23068,CO70110,CO23350,CO23466,CO23580","Córdoba,Sucre","CO23,CO70",Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.022,176735,90136,86601,0.730,0.715,0.747,Yes,Medium,
Sahagún,CO23660,Córdoba,CO23,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.028,86130,43187,42944,0.793,0.787,0.799,Yes,Medium,
Cereté,CO23162,Córdoba,CO23,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.025,82253,40332,41921,0.818,0.804,0.831,Yes,Medium,
"Chimá, Ciénaga de Oro","CO23168,CO23189",Córdoba,CO23,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.023,67334,34707,32627,0.721,0.714,0.728,Yes,Medium,
San Andrés Sotavento,CO52835,Nariño,CO52,Colombia,CO,5,Spanish,0.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.993,0.000,0.000,0.000,0.000,0.000,60953,31696,29258,0.563,0.579,0.545,Yes,Medium,
"San Bernardo del Viento, Moñitos","CO23675,CO23500",Córdoba,CO23,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,55507,28910,26598,0.739,0.735,0.743,Yes,Medium,
Chinú,CO23182,Córdoba,CO23,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,43330,22057,21273,0.770,0.750,0.791,Yes,Medium,
"Purísima, San Antero","CO73585,CO23672","Tolima,Córdoba","CO73,CO23",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,41162,20924,20239,0.754,0.741,0.766,Yes,Medium,
Pueblo Nuevo,CO23570,Córdoba,CO23,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,35592,18387,17205,0.739,0.735,0.742,Yes,Medium,
Valencia,CO23855,Córdoba,CO23,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,34627,18015,16613,0.712,0.707,0.717,Yes,Medium,
"Canalete, Los Córdobas","CO23090,CO23419",Córdoba,CO23,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,31979,17159,14821,0.693,0.694,0.691,Yes,Medium,
San Carlos,CO23678,Córdoba,CO23,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,23233,12085,11149,0.677,0.667,0.689,Yes,Medium,
Puerto Escondido,CO23574,Córdoba,CO23,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,21804,11772,10032,0.713,0.700,0.729,Yes,Medium,
"Soacha, Granada","CO25754,CO50313","Cundinamarca,Meta","CO25,CO50",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.029,0.010,0.010,0.011,0.015,404621,197267,207354,0.878,0.867,0.888,Yes,Medium,
Facatativá,CO25269,Cundinamarca,CO25,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.035,0.000,0.000,0.000,0.000,104041,50443,53600,0.918,0.919,0.917,Yes,Medium,
Fusagasugá,CO25290,Cundinamarca,CO25,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.014,0.000,0.000,0.000,0.017,103643,49905,53738,0.900,0.900,0.900,Yes,Medium,
Zipaquirá,CO25899,Cundinamarca,CO25,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.025,0.000,0.000,0.000,0.000,99654,48401,51254,0.905,0.906,0.904,Yes,Medium,
Girardot,CO25307,Cundinamarca,CO25,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.016,0.000,0.000,0.000,0.000,94313,44525,49788,0.895,0.885,0.905,Yes,Medium,
Chía,CO25175,Cundinamarca,CO25,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.101,0.016,0.000,0.000,0.026,92306,44319,47990,0.925,0.923,0.926,Yes,Medium,
Mosquera,CO52473,Nariño,CO52,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.022,0.000,0.000,0.000,0.000,63448,31262,32186,0.910,0.906,0.914,Yes,Medium,
Madrid,CO25430,Cundinamarca,CO25,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.020,0.000,0.000,0.000,0.000,60339,29651,30689,0.898,0.889,0.906,Yes,Medium,
Funza,CO25286,Cundinamarca,CO25,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.028,0.000,0.000,0.000,0.000,59050,28775,30276,0.911,0.912,0.909,Yes,Medium,
